data_in,data_out_L1,data_out_cic,fir_in,fir_out
0,  2, -436,  -102,  1060
0,  2, -436,  -102,  1060
0,  0, -474,  -102,  1060
1,  0, -474,  -102,  1060
0,  0, -474,  -102,  1060
0,  0, -474,  -102,  1060
0,  0, -474,  -102,  1060
0,  2, -508,  -102,  1060
0,  2, -508,  -102,  1060
0,  2, -508,  -102,  1060
0,  2, -508,  -102,  1060
1,  2, -508,  -508,  1060
0,  0, -540,  -508,  1060
0,  0, -540,  -508,  1060
0,  0, -540,  -508,  1060
1,  0, -540,  -508,  1060
0,  0, -540,  -508,  1060
1,  0, -568,  -508,  1060
0,  0, -568,  -508,  1060
1,  0, -568,  -508,  1060
0,  0, -568,  -508,   255
1,  0, -568,  -508,   255
0,  2, -594,  -508,   255
1,  2, -594,  -508,   255
0,  2, -594,  -508,   255
1,  2, -594,  -508,   255
1,  2, -594,  -508,   255
0,  2, -618,  -508,   255
1,  2, -618,  -508,   255
1,  2, -618,  -508,   255
1,  2, -618,  -508,   255
1,  2, -618,  -508,   255
0,  0, -638,  -508,   255
1,  0, -638,  -508,   255
1,  0, -638,  -508,   255
1,  0, -638,  -508,   255
1,  0, -638,  -508,   255
1,  2, -654,  -508,   255
1,  2, -654,  -508,   255
1,  2, -654,  -508,   255
1,  2, -654,  -508,   255
1,  2, -654,  -508,   255
1,  0, -670,  -508,   255
1,  0, -670,  -508,   255
1,  0, -670,  -508,   255
1,  0, -670,  -508,   255
1,  0, -670,  -508,   255
1,  2, -682,  -508,   255
1,  2, -682,  -508,   255
1,  2, -682,  -508,   255
1,  2, -682,  -508,   255
1,  2, -682,  -508,   255
1,  2, -692,  -508,   255
1,  2, -692,  -508,   255
0,  2, -692,  -508,   255
1,  2, -692,  -508,   255
1,  2, -692,  -508,   255
1,  0, -698,  -508,   255
1,  0, -698,  -508,   255
1,  0, -698,  -508,   255
